0x6d64f11bb768d8098470bfe679a7a2e6a9be60ef7f3f56c73fc8bc75c86f06a2,117
0x189365d87b89fece2ba6b9411ce750a05cb1d3e4715107836117137da2d24fe3,90
0x6cbc58abca66d9f97b1b041dd69c0e22d0ff976b6f0784ebfb45042cd91c09e4,72
0x4e91a059fc549387a919e0fdd06349a143b946b6e8f7df4e9c511c22181493a4,45
0xd7ec1ceb907586949de561bd5d0e4253136c7888fcf74321dfa639dd75fe16d8,44
0xcc96022b9d70975ef4780829dfe3498b8168a5862266835e92a167733d48d372,40
0x1cf49a75376f22ba450800016ce76b37a9d8f285dbd4c44d159e092c22b07c5a,35
0xc4a0ebb1b77dad74c85d4e1746777eaf5972fd7a1d649d6b890dfc8ed1bd0e42,35
0xc8caf1f2dfdd724c58e3bc014fe1c528c542ed1df8d8c66a0d0e5976fd1d2f45,35
0xee56635637ec4e2834aecae1a34b49ae4b8b9af0d6c8ff0dfad4592265c55c7a,34
0x5c7649693d9db8689c4fdec679bd10e4d0e1a2b1bd6d0b06d50e10bd252f1c79,34
0x636b5c7e60e945b9664ed0d7ea661173a42725ce85200e0f62e072a363adc1d4,31
0x2d3db3ed1389cfa8f3069283da706ed73694e840625724ab067734bee967239e,29
0x11d113e680835c1b7f407b66db29307eb27f97b36570243694d1701120630092,28
0xd9adc5bccb2b8fd1fb4ff51cc9258e135930de9cda4673b6dd02689d7387463c,25
0xc906360abee70a85e38a92a15a41ab56a808de2d2b4110ce25d86b03350f8397,25
0xe76ebd3cdb6c727ed16f1e44b25a3d5d29da177319703f9d6b82a9e3b90735b3,23
0x9bc80fe9eb5dde857b8106e42cd1bc540e6218e5be7e5418d1b77a67b79fcefb,21
0x0a29ad5774e5a125c53aabc1fb1a602db4a98f70ee995e73eb3d6a3850079432,20
0xcac55a9f4682f8cbabca4e64ed7d34c0abaa90f426b6501c8101100f8c43f175,20
0x8e36c188da866c4faccb1ace68a33cca40149d942953a6b6a9976e709396ddb8,19
0xc02399a3dadb83d363802e3fc990eceade0e9b2a9a6dc180a092a60b0c17566f,18
0xd67d2f192d1060772a74feebc5dda28d2a373d9bc538eb0d685070a38130f5f9,17
0x4215230f1597d6b2eef60e8f1b17b1c359177a2b66aaee94cf306a65d9f24d37,17
0x9a354a91a8a3d4b0d7b884b7753efd9a642beef6522f38c8757d3ccda8ec1e88,15
0x93c74c695c28a1d3cecde30c77b7624da4d2a3f0f3f381911406d905d836b411,15
0x5f7971e25456a846fd79ebb2da22fe0f1454e95c3cd9643123ad830069cc8439,13
0xe5d262320a67caea3fd17277bc7aa8d5700d2e1716269cc920b83013e1c33ddf,13
0x4261dbab68b0560c6f83bf2886ad4d33bf0f60cb34b52822d9acbdcba93ba4c6,12
0xc48d59175d8f761611bcf7553b012edd751949122407ae7503315c67970c4f10,12
0x7a856268a9762b101b2e43383421bcb02af5231a8a37f65be95723f03d2286e0,12
0x47029bfb82a0e35b78032b6fda907b9e25cc0f01a79d3baa8176ee039d6f83ab,12
0xdef1ad463d3c4a3665db77e9be1c6cb5ad0f0237fc34ecced6d81d7768efab9b,12
0xf713c7896af442298eeaf91766e730cc5a63ec4491f1630d1fbb7f0cfc53c17d,11
0xd3a11ac04d870f4c685b689ac6ea15c031ae26547faa87725f6c5afe4c8bb3d2,11
